% Dataset used in the tabular data benchmark https://github.com/LeoGrin/tabular-benchmark, transformed in the same way. This dataset belongs to the "classification on numerical features" benchmark. Original description: 
%  
% **Author**: Paulo Cortez, Sergio Moro
% **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/bank+marketing)
% **Please cite**: S. Moro, R. Laureano and P. Cortez. Using Data Mining for Bank Direct Marketing: An Application of the CRISP-DM Methodology. In P. Novais et al. (Eds.), Proceedings of the European Simulation and Modelling Conference - ESM'2011, pp. 117-121, Guimaraes, Portugal, October, 2011. EUROSIS.       
%
% **Bank Marketing**  
% The data is related with direct marketing campaigns of a Portuguese banking institution. The marketing campaigns were based on phone calls. Often, more than one contact to the same client was required, in order to access if the product (bank term deposit) would be (or not) subscribed. 
%
% The classification goal is to predict if the client will subscribe a term deposit (variable y).
%
% ### Attribute information  
% For more information, read [Moro et al., 2011].
%
% Input variables:
%
% - bank client data:
%
% 1 - age (numeric) 
%
% 2 - job : type of job (categorical: "admin.","unknown","unemployed","management","housemaid","entrepreneur", "student","blue-collar","self-employed","retired","technician","services") 
%
% 3 - marital : marital status (categorical: "married","divorced","single"; note: "divorced"  means divorced or widowed) 
%
% 4 - education (categorical: "unknown","secondary","primary","tertiary") 
%
% 5 - default: has credit in default? (binary: "yes","no") 
%
% 6 - balance: average yearly balance, in euros (numeric) 
%
% 7 - housing: has housing loan? (binary: "yes","no") 
%
% 8 - loan: has personal loan? (binary: "yes","no")
%
% - related with the last contact of the current campaign:
%
% 9 - contact: contact communication type (categorical: "unknown","telephone","cellular")
%
% 10 - day: last contact day of the month (numeric)
%
% 11 - month: last contact month of year (categorical: "jan", "feb", "mar", ..., "nov", "dec")
%
% 12 - duration: last contact duration, in seconds (numeric)
%
% - other attributes:
%
% 13 - campaign: number of contacts performed during this campaign and for this client (numeric, includes last contact)
%
% 14 - pdays: number of days that passed by after the client was last contacted from a previous campaign (numeric, -1 means client was not previously contacted) 
%
% 15 - previous: number of contacts performed before this campaign and for this client (numeric) 
%
% 16 - poutcome: outcome of the previous marketing campaign (categorical: "unknown","other","failure","success")
%  
% - output variable (desired target):
%
% 17 - y - has the client subscribed a term deposit? (binary: "yes","no")
@RELATION bank-marketing

@ATTRIBUTE V1 REAL
@ATTRIBUTE V6 REAL
@ATTRIBUTE V10 REAL
@ATTRIBUTE V12 REAL
@ATTRIBUTE V13 REAL
@ATTRIBUTE V14 REAL
@ATTRIBUTE V15 REAL
@ATTRIBUTE Class {1, 2}

@DATA
39.0,1509.0,11.0,248.0,1.0,-1.0,0.0,1
48.0,427.0,17.0,62.0,1.0,-1.0,0.0,1
30.0,3259.0,23.0,495.0,1.0,-1.0,0.0,1
26.0,27.0,15.0,49.0,3.0,-1.0,0.0,1
45.0,1044.0,3.0,239.0,8.0,-1.0,0.0,1
47.0,1865.0,8.0,380.0,3.0,-1.0,0.0,1
34.0,1.0,17.0,54.0,3.0,-1.0,0.0,1
49.0,221.0,15.0,305.0,1.0,-1.0,0.0,1
50.0,339.0,5.0,2.0,3.0,-1.0,0.0,1
30.0,779.0,4.0,156.0,2.0,17.0,3.0,1
45.0,22.0,6.0,276.0,3.0,-1.0,0.0,1
31.0,-204.0,11.0,429.0,7.0,-1.0,0.0,1
60.0,18.0,12.0,399.0,4.0,343.0,1.0,1
31.0,388.0,5.0,730.0,2.0,-1.0,0.0,1
44.0,576.0,8.0,128.0,3.0,-1.0,0.0,1
39.0,5848.0,19.0,55.0,1.0,-1.0,0.0,1
30.0,1013.0,3.0,24.0,9.0,-1.0,0.0,1
59.0,307.0,11.0,63.0,5.0,-1.0,0.0,1
34.0,581.0,29.0,182.0,1.0,-1.0,0.0,1
40.0,939.0,22.0,87.0,3.0,-1.0,0.0,1
37.0,3.0,29.0,88.0,6.0,-1.0,0.0,1
29.0,23.0,8.0,101.0,2.0,-1.0,0.0,1
30.0,271.0,15.0,365.0,1.0,-1.0,0.0,1
39.0,5853.0,21.0,210.0,2.0,-1.0,0.0,1
33.0,594.0,23.0,149.0,1.0,-1.0,0.0,1
36.0,-15.0,6.0,341.0,3.0,-1.0,0.0,1
31.0,2882.0,6.0,158.0,2.0,-1.0,0.0,1
37.0,1049.0,31.0,126.0,5.0,-1.0,0.0,1
31.0,783.0,2.0,221.0,2.0,272.0,1.0,1
33.0,910.0,20.0,42.0,1.0,-1.0,0.0,1
36.0,253.0,17.0,54.0,1.0,-1.0,0.0,1
39.0,4430.0,18.0,13.0,4.0,362.0,1.0,1
31.0,6413.0,13.0,517.0,2.0,-1.0,0.0,1
39.0,31.0,20.0,61.0,2.0,181.0,4.0,1
48.0,191.0,5.0,238.0,3.0,-1.0,0.0,1
37.0,764.0,16.0,108.0,5.0,-1.0,0.0,1
40.0,100.0,29.0,218.0,2.0,-1.0,0.0,1
56.0,151.0,3.0,128.0,1.0,-1.0,0.0,1
56.0,2749.0,17.0,38.0,1.0,172.0,2.0,1
52.0,0.0,13.0,179.0,3.0,257.0,6.0,1
32.0,0.0,21.0,250.0,2.0,-1.0,0.0,1
60.0,294.0,18.0,104.0,5.0,198.0,4.0,1
52.0,48.0,17.0,591.0,1.0,-1.0,0.0,1
33.0,0.0,21.0,47.0,2.0,-1.0,0.0,1
51.0,1374.0,30.0,378.0,1.0,-1.0,0.0,1
56.0,370.0,26.0,128.0,12.0,-1.0,0.0,1
50.0,1906.0,16.0,174.0,17.0,-1.0,0.0,1
33.0,0.0,20.0,210.0,2.0,-1.0,0.0,1
42.0,2869.0,3.0,440.0,1.0,-1.0,0.0,1
34.0,365.0,9.0,85.0,2.0,-1.0,0.0,1
26.0,334.0,19.0,217.0,1.0,-1.0,0.0,1
30.0,699.0,28.0,396.0,1.0,-1.0,0.0,1
53.0,1794.0,17.0,557.0,1.0,-1.0,0.0,1
50.0,203.0,19.0,265.0,1.0,127.0,4.0,1
59.0,2429.0,18.0,79.0,2.0,182.0,7.0,1
33.0,14850.0,5.0,122.0,5.0,-1.0,0.0,1
28.0,3844.0,3.0,132.0,2.0,-1.0,0.0,1
39.0,104.0,6.0,412.0,1.0,-1.0,0.0,1
48.0,479.0,18.0,533.0,3.0,-1.0,0.0,1
37.0,3777.0,5.0,206.0,3.0,-1.0,0.0,1
37.0,7100.0,20.0,757.0,2.0,-1.0,0.0,1
45.0,2702.0,18.0,110.0,1.0,-1.0,0.0,1
49.0,682.0,22.0,86.0,4.0,-1.0,0.0,1
28.0,222.0,20.0,13.0,5.0,-1.0,0.0,1
28.0,39.0,20.0,149.0,1.0,-1.0,0.0,1
44.0,447.0,14.0,106.0,5.0,-1.0,0.0,1
45.0,-1655.0,28.0,333.0,2.0,-1.0,0.0,1
27.0,2731.0,16.0,30.0,1.0,-1.0,0.0,1
36.0,1296.0,19.0,352.0,4.0,-1.0,0.0,1
36.0,17983.0,20.0,100.0,1.0,-1.0,0.0,1
29.0,577.0,17.0,501.0,3.0,331.0,10.0,1
45.0,-198.0,19.0,130.0,25.0,-1.0,0.0,1
41.0,656.0,6.0,178.0,1.0,-1.0,0.0,1
40.0,968.0,8.0,213.0,1.0,-1.0,0.0,1
47.0,72.0,29.0,278.0,1.0,-1.0,0.0,1
37.0,0.0,20.0,12.0,14.0,-1.0,0.0,1
36.0,1531.0,8.0,81.0,3.0,170.0,1.0,1
27.0,126.0,4.0,436.0,4.0,-1.0,0.0,1
34.0,-7.0,22.0,143.0,5.0,-1.0,0.0,1
41.0,1649.0,16.0,312.0,3.0,-1.0,0.0,1
29.0,166.0,28.0,108.0,8.0,-1.0,0.0,1
50.0,570.0,20.0,21.0,3.0,-1.0,0.0,1
23.0,13.0,27.0,280.0,3.0,-1.0,0.0,1
37.0,43.0,20.0,328.0,2.0,264.0,2.0,1
39.0,30.0,13.0,201.0,3.0,-1.0,0.0,1
25.0,230.0,30.0,394.0,14.0,-1.0,0.0,1
33.0,-124.0,17.0,150.0,2.0,325.0,1.0,1
46.0,567.0,18.0,142.0,10.0,-1.0,0.0,1
34.0,4535.0,6.0,54.0,3.0,-1.0,0.0,1
26.0,611.0,29.0,177.0,2.0,-1.0,0.0,1
40.0,1509.0,15.0,144.0,2.0,124.0,1.0,1
29.0,718.0,8.0,91.0,3.0,-1.0,0.0,1
48.0,105.0,31.0,111.0,2.0,-1.0,0.0,1
57.0,2.0,9.0,138.0,3.0,-1.0,0.0,1
35.0,127.0,20.0,94.0,2.0,-1.0,0.0,1
57.0,644.0,31.0,263.0,4.0,-1.0,0.0,1
28.0,1238.0,28.0,252.0,2.0,-1.0,0.0,1
29.0,1082.0,30.0,77.0,4.0,-1.0,0.0,1
34.0,177.0,8.0,500.0,1.0,-1.0,0.0,1
36.0,1797.0,20.0,185.0,2.0,-1.0,0.0,1
46.0,294.0,17.0,228.0,1.0,-1.0,0.0,1
36.0,4388.0,8.0,52.0,3.0,-1.0,0.0,1
44.0,1944.0,14.0,222.0,5.0,-1.0,0.0,1
43.0,532.0,9.0,216.0,2.0,-1.0,0.0,1
41.0,1882.0,29.0,165.0,2.0,-1.0,0.0,1
34.0,430.0,21.0,82.0,4.0,-1.0,0.0,1
44.0,-225.0,6.0,319.0,2.0,-1.0,0.0,1
29.0,-251.0,25.0,98.0,1.0,-1.0,0.0,1
34.0,402.0,13.0,813.0,2.0,-1.0,0.0,1
51.0,362.0,4.0,318.0,3.0,-1.0,0.0,1
35.0,436.0,28.0,507.0,1.0,184.0,4.0,1
55.0,0.0,17.0,285.0,1.0,-1.0,0.0,1
44.0,438.0,9.0,42.0,1.0,-1.0,0.0,1
30.0,3100.0,21.0,154.0,4.0,-1.0,0.0,1
35.0,1613.0,18.0,95.0,1.0,-1.0,0.0,1
37.0,751.0,2.0,186.0,4.0,-1.0,0.0,1
44.0,93.0,17.0,230.0,1.0,-1.0,0.0,1
37.0,189.0,8.0,148.0,4.0,-1.0,0.0,1
77.0,2123.0,4.0,141.0,4.0,-1.0,0.0,1
58.0,1464.0,5.0,53.0,29.0,-1.0,0.0,1
56.0,855.0,5.0,140.0,2.0,-1.0,0.0,1
59.0,16869.0,19.0,107.0,1.0,-1.0,0.0,1
50.0,2971.0,9.0,722.0,2.0,-1.0,0.0,1
42.0,517.0,31.0,101.0,7.0,-1.0,0.0,1
40.0,952.0,15.0,126.0,2.0,333.0,1.0,1
32.0,267.0,26.0,128.0,1.0,-1.0,0.0,1
57.0,-609.0,21.0,168.0,1.0,-1.0,0.0,1
43.0,1926.0,7.0,89.0,13.0,-1.0,0.0,1
41.0,232.0,8.0,104.0,3.0,-1.0,0.0,1
34.0,-292.0,11.0,111.0,2.0,-1.0,0.0,1
32.0,-127.0,30.0,288.0,4.0,-1.0,0.0,1
45.0,-36.0,28.0,389.0,4.0,-1.0,0.0,1
50.0,-731.0,15.0,401.0,4.0,-1.0,0.0,1
36.0,2426.0,20.0,308.0,1.0,-1.0,0.0,1
53.0,2639.0,11.0,304.0,4.0,-1.0,0.0,1
34.0,1655.0,28.0,49.0,2.0,-1.0,0.0,1
46.0,229.0,5.0,197.0,1.0,-1.0,0.0,1
45.0,358.0,13.0,134.0,2.0,-1.0,0.0,1
36.0,-94.0,2.0,185.0,1.0,252.0,2.0,1
34.0,1666.0,11.0,36.0,4.0,-1.0,0.0,1
46.0,1004.0,15.0,34.0,1.0,-1.0,0.0,1
55.0,0.0,5.0,160.0,1.0,-1.0,0.0,1
50.0,202.0,17.0,148.0,1.0,-1.0,0.0,1
43.0,620.0,13.0,46.0,4.0,-1.0,0.0,1
55.0,1097.0,7.0,191.0,4.0,-1.0,0.0,1
52.0,4493.0,21.0,268.0,3.0,-1.0,0.0,1
54.0,7010.0,11.0,275.0,2.0,-1.0,0.0,1
37.0,1784.0,19.0,19.0,5.0,-1.0,0.0,1
34.0,4447.0,10.0,75.0,2.0,-1.0,0.0,1
46.0,0.0,21.0,234.0,5.0,102.0,5.0,1
41.0,-378.0,5.0,361.0,1.0,253.0,2.0,1
51.0,1537.0,14.0,400.0,3.0,-1.0,0.0,1
42.0,-247.0,18.0,104.0,2.0,28.0,2.0,1
45.0,194.0,31.0,517.0,4.0,-1.0,0.0,1
35.0,2808.0,19.0,221.0,12.0,-1.0,0.0,1
54.0,4503.0,21.0,168.0,3.0,-1.0,0.0,1
54.0,10.0,18.0,195.0,4.0,-1.0,0.0,1
33.0,346.0,16.0,172.0,1.0,-1.0,0.0,1
40.0,1750.0,5.0,197.0,1.0,-1.0,0.0,1
38.0,299.0,22.0,200.0,1.0,-1.0,0.0,1
38.0,113.0,2.0,98.0,4.0,-1.0,0.0,1
46.0,385.0,29.0,52.0,4.0,-1.0,0.0,1
41.0,1471.0,18.0,233.0,2.0,-1.0,0.0,1
48.0,109.0,20.0,113.0,4.0,-1.0,0.0,1
28.0,1827.0,19.0,211.0,2.0,-1.0,0.0,1
33.0,61.0,24.0,286.0,4.0,-1.0,0.0,1
35.0,747.0,23.0,141.0,2.0,176.0,3.0,1
44.0,276.0,29.0,13.0,1.0,411.0,6.0,1
57.0,4168.0,16.0,47.0,1.0,-1.0,0.0,1
50.0,892.0,10.0,189.0,1.0,-1.0,0.0,1
35.0,26.0,2.0,277.0,2.0,-1.0,0.0,1
39.0,518.0,4.0,608.0,2.0,-1.0,0.0,1
45.0,561.0,29.0,340.0,7.0,-1.0,0.0,1
26.0,985.0,6.0,267.0,2.0,-1.0,0.0,1
47.0,323.0,30.0,385.0,1.0,-1.0,0.0,1
56.0,95.0,18.0,428.0,2.0,-1.0,0.0,1
40.0,552.0,28.0,761.0,8.0,-1.0,0.0,1
37.0,306.0,16.0,73.0,1.0,-1.0,0.0,1
49.0,0.0,3.0,51.0,9.0,-1.0,0.0,1
59.0,3000.0,6.0,25.0,1.0,-1.0,0.0,1
42.0,324.0,15.0,528.0,3.0,-1.0,0.0,1
30.0,2107.0,4.0,23.0,5.0,-1.0,0.0,1
34.0,945.0,24.0,181.0,1.0,-1.0,0.0,1
38.0,5506.0,20.0,74.0,1.0,-1.0,0.0,1
51.0,335.0,22.0,234.0,1.0,-1.0,0.0,1
39.0,0.0,20.0,286.0,4.0,-1.0,0.0,1
30.0,229.0,29.0,24.0,3.0,-1.0,0.0,1
33.0,92.0,17.0,63.0,11.0,-1.0,0.0,1
35.0,-225.0,23.0,183.0,1.0,-1.0,0.0,1
48.0,353.0,11.0,132.0,1.0,-1.0,0.0,1
38.0,678.0,18.0,82.0,2.0,152.0,1.0,1
36.0,-475.0,12.0,793.0,5.0,-1.0,0.0,1
44.0,0.0,14.0,388.0,2.0,-1.0,0.0,1
35.0,1417.0,14.0,65.0,3.0,-1.0,0.0,1
46.0,1227.0,30.0,135.0,1.0,-1.0,0.0,1
53.0,2262.0,28.0,116.0,8.0,-1.0,0.0,1
34.0,3486.0,28.0,23.0,10.0,-1.0,0.0,1
48.0,0.0,20.0,139.0,1.0,-1.0,0.0,1
56.0,1119.0,14.0,265.0,2.0,-1.0,0.0,1
35.0,951.0,19.0,220.0,2.0,-1.0,0.0,1
32.0,170.0,18.0,74.0,1.0,-1.0,0.0,1
23.0,3092.0,10.0,56.0,2.0,-1.0,0.0,1
55.0,3948.0,2.0,266.0,2.0,-1.0,0.0,1
32.0,-56.0,19.0,418.0,1.0,-1.0,0.0,1
46.0,1114.0,31.0,87.0,8.0,-1.0,0.0,1
33.0,-395.0,27.0,161.0,2.0,-1.0,0.0,1
48.0,957.0,26.0,198.0,5.0,-1.0,0.0,1
38.0,178.0,6.0,170.0,3.0,-1.0,0.0,1
56.0,5496.0,3.0,330.0,3.0,-1.0,0.0,1
37.0,732.0,25.0,354.0,1.0,-1.0,0.0,1
53.0,3158.0,31.0,126.0,23.0,-1.0,0.0,1
29.0,-150.0,6.0,328.0,1.0,-1.0,0.0,1
31.0,148.0,20.0,1145.0,4.0,-1.0,0.0,1
31.0,-429.0,18.0,292.0,3.0,-1.0,0.0,1
57.0,380.0,18.0,878.0,2.0,-1.0,0.0,1
36.0,671.0,1.0,161.0,1.0,457.0,2.0,1
59.0,2143.0,28.0,59.0,1.0,268.0,1.0,1
37.0,810.0,8.0,376.0,1.0,295.0,1.0,1
45.0,0.0,17.0,102.0,1.0,-1.0,0.0,1
37.0,3574.0,19.0,178.0,1.0,170.0,2.0,1
35.0,187.0,21.0,178.0,1.0,-1.0,0.0,1
72.0,588.0,5.0,66.0,3.0,-1.0,0.0,1
35.0,342.0,2.0,427.0,4.0,-1.0,0.0,1
28.0,5916.0,22.0,259.0,1.0,63.0,5.0,1
56.0,1399.0,12.0,80.0,4.0,-1.0,0.0,1
45.0,-55.0,16.0,124.0,1.0,-1.0,0.0,1
37.0,580.0,2.0,469.0,2.0,-1.0,0.0,1
33.0,79.0,2.0,674.0,1.0,-1.0,0.0,1
31.0,137.0,22.0,385.0,9.0,-1.0,0.0,1
40.0,581.0,15.0,1013.0,3.0,-1.0,0.0,1
30.0,387.0,8.0,75.0,1.0,-1.0,0.0,1
30.0,1012.0,17.0,22.0,3.0,329.0,1.0,1
35.0,219.0,29.0,161.0,1.0,-1.0,0.0,1
38.0,89.0,14.0,71.0,1.0,360.0,10.0,1
36.0,1072.0,12.0,338.0,2.0,-1.0,0.0,1
45.0,3643.0,21.0,162.0,1.0,-1.0,0.0,1
51.0,726.0,11.0,409.0,1.0,14.0,8.0,1
48.0,0.0,11.0,430.0,3.0,-1.0,0.0,1
35.0,-995.0,25.0,734.0,4.0,-1.0,0.0,1
26.0,187.0,9.0,341.0,1.0,-1.0,0.0,1
31.0,1094.0,12.0,93.0,8.0,-1.0,0.0,1
52.0,-99.0,26.0,91.0,3.0,-1.0,0.0,1
45.0,-33.0,28.0,198.0,3.0,-1.0,0.0,1
35.0,0.0,1.0,295.0,1.0,303.0,1.0,1
40.0,991.0,12.0,316.0,2.0,-1.0,0.0,1
52.0,799.0,21.0,128.0,2.0,-1.0,0.0,1
28.0,1.0,15.0,92.0,4.0,-1.0,0.0,1
54.0,3395.0,7.0,199.0,2.0,-1.0,0.0,1
34.0,-343.0,19.0,207.0,1.0,-1.0,0.0,1
35.0,458.0,21.0,1091.0,3.0,-1.0,0.0,1
46.0,107.0,8.0,109.0,6.0,-1.0,0.0,1
54.0,1037.0,12.0,612.0,4.0,-1.0,0.0,1
35.0,0.0,21.0,190.0,5.0,-1.0,0.0,1
33.0,13160.0,10.0,212.0,1.0,-1.0,0.0,1
43.0,396.0,11.0,105.0,3.0,-1.0,0.0,1
41.0,653.0,17.0,60.0,2.0,-1.0,0.0,1
50.0,-1.0,20.0,151.0,1.0,-1.0,0.0,1
42.0,0.0,30.0,351.0,2.0,-1.0,0.0,1
53.0,1014.0,19.0,59.0,2.0,-1.0,0.0,1
51.0,-28.0,2.0,220.0,2.0,-1.0,0.0,1
49.0,254.0,13.0,179.0,1.0,-1.0,0.0,1
48.0,558.0,25.0,433.0,6.0,-1.0,0.0,1
38.0,6447.0,12.0,296.0,1.0,-1.0,0.0,1
41.0,-516.0,8.0,554.0,3.0,-1.0,0.0,1
38.0,215.0,20.0,70.0,1.0,167.0,1.0,1
34.0,-16.0,5.0,78.0,1.0,-1.0,0.0,1
44.0,59.0,18.0,9.0,4.0,341.0,19.0,1
44.0,0.0,17.0,139.0,3.0,-1.0,0.0,1
30.0,0.0,23.0,40.0,5.0,-1.0,0.0,1
47.0,-401.0,23.0,78.0,1.0,-1.0,0.0,1
52.0,0.0,17.0,215.0,3.0,-1.0,0.0,1
39.0,1433.0,8.0,182.0,2.0,366.0,1.0,1
57.0,-868.0,23.0,186.0,1.0,-1.0,0.0,1
33.0,2557.0,18.0,186.0,1.0,-1.0,0.0,1
59.0,2343.0,5.0,1042.0,1.0,-1.0,0.0,2
56.0,45.0,5.0,1467.0,1.0,-1.0,0.0,2
41.0,1270.0,5.0,1389.0,1.0,-1.0,0.0,2
55.0,2476.0,5.0,579.0,1.0,-1.0,0.0,2
54.0,184.0,5.0,673.0,2.0,-1.0,0.0,2
42.0,0.0,5.0,562.0,2.0,-1.0,0.0,2
56.0,830.0,6.0,1201.0,1.0,-1.0,0.0,2
60.0,545.0,6.0,1030.0,1.0,-1.0,0.0,2
39.0,45248.0,6.0,1623.0,1.0,-1.0,0.0,2
37.0,1.0,6.0,608.0,1.0,-1.0,0.0,2
34.0,869.0,6.0,1677.0,1.0,-1.0,0.0,2
55.0,387.0,6.0,918.0,1.0,-1.0,0.0,2
28.0,5090.0,6.0,1297.0,3.0,-1.0,0.0,2
30.0,484.0,6.0,703.0,1.0,-1.0,0.0,2
36.0,368.0,6.0,1597.0,2.0,-1.0,0.0,2
37.0,245.0,7.0,732.0,2.0,-1.0,0.0,2
45.0,154.0,7.0,1138.0,1.0,-1.0,0.0,2
53.0,-291.0,7.0,591.0,1.0,-1.0,0.0,2
38.0,100.0,7.0,786.0,1.0,-1.0,0.0,2
30.0,309.0,7.0,1574.0,2.0,-1.0,0.0,2
29.0,199.0,7.0,1689.0,4.0,-1.0,0.0,2
46.0,460.0,7.0,1102.0,2.0,-1.0,0.0,2
31.0,703.0,8.0,943.0,2.0,-1.0,0.0,2
39.0,70.0,8.0,813.0,1.0,-1.0,0.0,2
35.0,3837.0,8.0,1084.0,1.0,-1.0,0.0,2
32.0,611.0,8.0,541.0,3.0,-1.0,0.0,2
49.0,-8.0,8.0,1119.0,1.0,-1.0,0.0,2
41.0,55.0,8.0,1120.0,2.0,-1.0,0.0,2
49.0,168.0,8.0,513.0,1.0,-1.0,0.0,2
28.0,785.0,8.0,442.0,2.0,-1.0,0.0,2
43.0,2067.0,8.0,756.0,1.0,-1.0,0.0,2
43.0,388.0,8.0,2087.0,2.0,-1.0,0.0,2
43.0,-192.0,8.0,1120.0,2.0,-1.0,0.0,2
37.0,381.0,8.0,985.0,2.0,-1.0,0.0,2
35.0,40.0,9.0,617.0,4.0,-1.0,0.0,2
31.0,22.0,9.0,483.0,3.0,-1.0,0.0,2
46.0,332.0,9.0,772.0,1.0,-1.0,0.0,2
43.0,3.0,9.0,929.0,3.0,-1.0,0.0,2
31.0,307.0,9.0,538.0,1.0,-1.0,0.0,2
28.0,759.0,9.0,710.0,1.0,-1.0,0.0,2
32.0,-1.0,9.0,653.0,1.0,-1.0,0.0,2
60.0,65.0,9.0,1028.0,2.0,-1.0,0.0,2
26.0,82.0,9.0,654.0,1.0,-1.0,0.0,2
40.0,10.0,9.0,1692.0,2.0,-1.0,0.0,2
28.0,-197.0,9.0,2016.0,2.0,-1.0,0.0,2
33.0,390.0,9.0,665.0,2.0,-1.0,0.0,2
45.0,101.0,12.0,460.0,5.0,-1.0,0.0,2
32.0,311.0,12.0,757.0,2.0,-1.0,0.0,2
35.0,414.0,13.0,504.0,4.0,-1.0,0.0,2
33.0,5.0,13.0,1346.0,1.0,-1.0,0.0,2
38.0,119.0,13.0,568.0,4.0,-1.0,0.0,2
24.0,-122.0,13.0,1000.0,1.0,-1.0,0.0,2
54.0,0.0,13.0,618.0,1.0,-1.0,0.0,2
34.0,383.0,13.0,2231.0,1.0,-1.0,0.0,2
23.0,4.0,13.0,395.0,2.0,-1.0,0.0,2
60.0,1262.0,13.0,1015.0,1.0,-1.0,0.0,2
48.0,1949.0,13.0,683.0,2.0,-1.0,0.0,2
45.0,-395.0,13.0,470.0,1.0,-1.0,0.0,2
36.0,1165.0,13.0,1001.0,4.0,-1.0,0.0,2
52.0,2240.0,13.0,845.0,1.0,-1.0,0.0,2
37.0,175.0,13.0,753.0,6.0,-1.0,0.0,2
46.0,369.0,13.0,916.0,2.0,-1.0,0.0,2
35.0,300.0,13.0,945.0,2.0,-1.0,0.0,2
43.0,3285.0,13.0,1721.0,2.0,-1.0,0.0,2
52.0,3923.0,14.0,942.0,3.0,-1.0,0.0,2
53.0,1443.0,14.0,476.0,1.0,-1.0,0.0,2
48.0,24.0,14.0,832.0,1.0,-1.0,0.0,2
41.0,1618.0,14.0,1553.0,1.0,-1.0,0.0,2
39.0,517.0,14.0,1328.0,1.0,-1.0,0.0,2
59.0,1521.0,14.0,1125.0,2.0,-1.0,0.0,2
41.0,2823.0,14.0,858.0,1.0,-1.0,0.0,2
48.0,1405.0,14.0,629.0,2.0,-1.0,0.0,2
40.0,1535.0,14.0,704.0,1.0,-1.0,0.0,2
48.0,1596.0,14.0,760.0,1.0,-1.0,0.0,2
60.0,1542.0,14.0,930.0,1.0,-1.0,0.0,2
40.0,3652.0,14.0,1028.0,2.0,-1.0,0.0,2
57.0,-1.0,14.0,850.0,2.0,-1.0,0.0,2
51.0,7180.0,14.0,927.0,1.0,-1.0,0.0,2
41.0,5291.0,14.0,1423.0,3.0,-1.0,0.0,2
41.0,1384.0,15.0,1162.0,4.0,-1.0,0.0,2
46.0,556.0,15.0,646.0,3.0,-1.0,0.0,2
52.0,-191.0,15.0,755.0,1.0,-1.0,0.0,2
43.0,3173.0,15.0,746.0,1.0,-1.0,0.0,2
59.0,320.0,15.0,695.0,1.0,-1.0,0.0,2
44.0,146.0,15.0,483.0,1.0,-1.0,0.0,2
49.0,716.0,15.0,1257.0,3.0,-1.0,0.0,2
49.0,341.0,15.0,520.0,2.0,-1.0,0.0,2
50.0,461.0,15.0,651.0,32.0,-1.0,0.0,2
40.0,-9.0,15.0,920.0,2.0,-1.0,0.0,2
41.0,-306.0,15.0,500.0,1.0,-1.0,0.0,2
44.0,4580.0,15.0,911.0,2.0,-1.0,0.0,2
60.0,313.0,15.0,920.0,2.0,-1.0,0.0,2
29.0,10576.0,15.0,1224.0,2.0,-1.0,0.0,2
41.0,-233.0,15.0,1156.0,2.0,-1.0,0.0,2
41.0,2453.0,15.0,1052.0,1.0,-1.0,0.0,2
42.0,1364.0,15.0,1867.0,6.0,-1.0,0.0,2
46.0,668.0,15.0,1263.0,2.0,-1.0,0.0,2
32.0,772.0,15.0,697.0,3.0,-1.0,0.0,2
36.0,281.0,16.0,515.0,1.0,-1.0,0.0,2
39.0,94.0,16.0,813.0,1.0,-1.0,0.0,2
33.0,273.0,16.0,803.0,1.0,-1.0,0.0,2
42.0,153.0,16.0,844.0,1.0,-1.0,0.0,2
31.0,144.0,16.0,676.0,1.0,-1.0,0.0,2
40.0,446.0,16.0,1252.0,1.0,-1.0,0.0,2
26.0,246.0,16.0,1143.0,3.0,-1.0,0.0,2
45.0,804.0,16.0,528.0,1.0,-1.0,0.0,2
31.0,92.0,16.0,688.0,1.0,-1.0,0.0,2
29.0,163.0,16.0,803.0,1.0,-1.0,0.0,2
27.0,1742.0,16.0,787.0,1.0,-1.0,0.0,2
37.0,49.0,16.0,619.0,2.0,-1.0,0.0,2
40.0,1758.0,16.0,1230.0,3.0,-1.0,0.0,2
33.0,-416.0,16.0,767.0,2.0,-1.0,0.0,2
24.0,409.0,16.0,912.0,1.0,-1.0,0.0,2
24.0,656.0,16.0,894.0,1.0,-1.0,0.0,2
50.0,363.0,16.0,1340.0,1.0,-1.0,0.0,2
27.0,3706.0,16.0,897.0,1.0,-1.0,0.0,2
54.0,4393.0,16.0,1297.0,3.0,-1.0,0.0,2
30.0,863.0,16.0,1193.0,5.0,-1.0,0.0,2
34.0,695.0,16.0,1064.0,4.0,-1.0,0.0,2
37.0,792.0,16.0,1187.0,4.0,-1.0,0.0,2
41.0,1020.0,19.0,882.0,1.0,-1.0,0.0,2
47.0,863.0,19.0,943.0,2.0,-1.0,0.0,2
31.0,97.0,19.0,607.0,1.0,-1.0,0.0,2
31.0,754.0,19.0,1022.0,4.0,-1.0,0.0,2
43.0,1040.0,19.0,552.0,3.0,-1.0,0.0,2
37.0,122.0,19.0,1622.0,2.0,-1.0,0.0,2
30.0,880.0,19.0,967.0,6.0,-1.0,0.0,2
41.0,501.0,19.0,579.0,5.0,-1.0,0.0,2
30.0,3291.0,19.0,1218.0,3.0,-1.0,0.0,2
36.0,4438.0,20.0,446.0,1.0,-1.0,0.0,2
